Scale,Region_Name,Season_Name,Metrics,P_Value_ModifMK,Sens_Slope,P_Value,Change_Point_Year,Change_Point_pvalue,lm_slope,Sens_Slope_pre,P_Value_pre,Sens_Slope_post,P_Value_post,Trend_Decadal,Trend_Decadal_lm,Trend_Decadal_pre,Trend_Decadal_post
Season_12NM,None,Summer,Maximum_Intensity,1.3647603121157723e-4,0.0133334979157016,0.0158755471413791,2009,0.028038691241251,0.02054047173871231,-0.00679321495801394,0.489265087006439,0.0446089579725352,0.0239875344644269,0.133334979157016,0.20540471738712313,-0.0679321495801394,0.446089579725352
Season_12NM,None,Winter,Maximum_Intensity,8.88205204920785e-5,0.00754194970557338,0.0204191298581656,1996,0.0128049957323485,0.01057741222992319,0.00205540187072735,0.843085229269984,-0.00196793624842892,0.757639735211381,0.07541949705573381,0.10577412229923196,0.0205540187072735,-0.01967936248428919
Season_12NM,None,Autumn,Cumulative_Intensity,3.085908660969621e-5,0.679552490036975,1.09549132198352e-4,1997,0.00498660899221309,1.107271704308889,0.0548069507311503,0.718439058878507,1.21206074559044,0.0421655784631013,6.795524900369751,11.072717043088891,0.548069507311503,12.1206074559044
Season_12NM,None,Spring,Cumulative_Intensity,0.00153487099985657,0.166911048543795,0.0245347936263211,1996,0.0617445750420483,0.4605471974920453,-0.0806386765424941,0.0600382909095791,0.279111215673659,0.20110491981248,1.66911048543795,4.605471974920453,-0.806386765424941,2.79111215673659
Season_12NM,None,Summer,Cumulative_Intensity,0.00595513845344688,0.444611434621543,0.00663376241364479,2012,0.0195029764754562,0.9321286197188152,-0.0102402527656555,1,5.0765808630761,0.107404636330254,4.44611434621543,9.321286197188153,-0.102402527656555,50.765808630761
Season_12NM,None,Winter,Cumulative_Intensity,1.1448405574713467e-11,0.409143881471088,1.26491986907312e-4,1996,1.81498829008239e-4,0.5385099197809533,-0.069653328704834,0.16585666034291,0.459829094343458,0.158345112567122,4.09143881471088,5.385099197809533,-0.6965332870483399,4.59829094343458
Region_12NM,Auckland Island,None,Number_MHW_days,0.00426472282137181,1.36826923076923,0.00357420375180136,2011,0.013366234692258,2.4064352720450217,0,0.985757359054653,15.2,0.0867681727038757,13.6826923076923,24.064352720450216,0,152
Region_12NM,Bounty and Antipodes Islands,None,Number_MHW_days,0.01556137139154539,1.16082392552981,0.00776958895748083,2009,0.00340848637073069,2.03416718782572,-0.460718294051627,0.176545679431114,10.2268518518519,0.00604371940110763,11.6082392552981,20.3416718782572,-4.60718294051627,102.268518518519
Region_12NM,Campbell Island,None,Number_MHW_days,0.01122379421933379,1.15,0.0130935123152176,2012,0.0117457787762324,1.9923545966228835,-0.0396825396825397,0.594718484428914,12.3,0.152406283956749,11.5,19.923545966228836,-0.396825396825397,123
Region_12NM,Central New Zealand,None,Number_MHW_days,9.017941253581243e-11,1.57261904761905,2.77582446364822e-4,1997,0.0060051040140060704,1.8557293621013091,0.0647685185185185,0.78684538320082,2.26439075630252,0.0972765497036966,15.7261904761905,18.557293621013095,0.647685185185185,22.6439075630252
Region_12NM,Chatham Island,None,Number_MHW_days,0.00373845083838022,1.74609375,2.88285633895151e-4,1997,0.0103047996961682,3.844598186366467,0,0.891607982301195,4.74166666666667,0.0298547537098258,17.4609375,38.44598186366468,0,47.4166666666667
Region_12NM,Kermadec Island,None,Number_MHW_days,3.0734086972760314e-8,1.44618055555556,5.75787117778492e-5,2002,0.00241992809131807,2.3337320200125022,0.068609022556391,0.48521990964968,4.62178308823529,0.02517833280286,14.4618055555556,23.33732020012502,0.68609022556391,46.2178308823529
Region_12NM,Northeastern New Zealand,None,Number_MHW_days,3.21188085298307e-6,1.19953173777315,0.001353116120372,1997,0.0145555975397895,1.8019487986443103,-0.176979472140762,0.470853234595508,2.56362007168459,0.0616357212207803,11.9953173777315,18.019487986443107,-1.7697947214076202,25.6362007168459
Region_12NM,Snares Island,None,Number_MHW_days,3.2753858594881087e-6,1.1046875,0.00356501254281524,1998,0.0179552790081646,1.7532833020637866,0,0.315012590292266,2.55332167832168,0.101225688640055,11.046875,17.532833020637867,0,25.5332167832168
Region_12NM,South New Zealand,None,Number_MHW_days,7.399343184539362e-6,1.31431530792801,0.00200600405136986,2012,0.0151852291851639,1.9805576623687635,0.0942249240121579,0.633720678993265,4.23670212765957,0.210497700055337,13.1431530792801,19.80557662368764,0.942249240121579,42.3670212765957
Region_12NM,Three Kings-North Cape,None,Number_MHW_days,3.7757218535234665e-12,0.954453441295547,2.62329039795145e-4,1997,0.00340848637073069,1.4213883677298282,0,1,1.79956427015251,0.107072352121493,9.54453441295547,14.213883677298282,0,17.9956427015251
Region_12NM,Auckland Island,None,Nevents,4.204855861879913e-4,0.1,0.00550279046561687,2008,31,0.13335834896810475,0,1,0.73,0.011793457077065,1,1.3335834896810477,0,7.3
Region_12NM,Bounty and Antipodes Islands,None,Nevents,0.00512480619043267,0.0827294685990338,0.0124211647119334,2009,0.00789241727197526,0.10487804878048768,-0.0430555555555556,0.256745120729298,0.680555555555556,0.0201971916376515,0.827294685990338,1.048780487804877,-0.430555555555556,6.805555555555561
Region_12NM,Campbell Island,None,Nevents,0.00169911617769187,0.0982620320855615,0.0312324748234462,2012,0.0258987613300933,0.11765165728580332,-0.00980392156862747,0.49222825984617,0.708333333333333,0.152406283956749,0.982620320855615,1.1765165728580331,-0.0980392156862747,7.08333333333333
Region_12NM,Central New Zealand,None,Nevents,7.435497847345745e-16,0.108184523809524,3.96872297568848e-4,1997,0.00453911349621097,0.11062539086929316,-0.0120833333333333,0.928178796411089,0.134420289855073,0.107072352121493,1.08184523809524,1.1062539086929315,-0.120833333333333,1.3442028985507302
